TransactionID,Timestamp,SenderCountry,ReceiverCountry,Amount,Currency,TransactionType,RiskScore,JurisdictionRisk,ComplianceFlag,GeneratedByGenAI
TX-104856,2024-12-17 21:44:37.071909,Australia,Netherlands,51170.29,AUD,RTGS,60.44,Medium,False,Yes
TX-104857,2024-07-30 00:53:35.071909,Russia,Italy,24041.25,RUB,Wire,42.88,Medium,False,Yes
TX-104858,2024-12-07 17:53:52.071909,Germany,Italy,93241.95,EUR,RTGS,84.53,High,True,Yes
TX-104859,2024-11-25 15:44:13.071909,Canada,Brazil,98153.95,CAD,SEPA,72.88,High,True,Yes
TX-104860,2024-08-20 02:09:15.071909,Netherlands,Spain,81488.31,EUR,SEPA,57.96,Medium,False,Yes
TX-104861,2024-07-14 11:11:13.071909,Canada,Italy,31546.9,CAD,RTGS,31.98,Low,False,Yes
TX-104862,2024-10-16 13:24:27.071909,UK,Australia,40408.4,GBP,SWIFT,19.8,Low,False,Yes
TX-104863,2024-05-11 17:33:38.071909,South Africa,France,24306.34,ZAR,Wire,41.87,Medium,False,Yes
TX-104864,2025-02-04 15:00:37.071909,Canada,India,89086.72,CAD,RTGS,28.68,Low,False,Yes
TX-104865,2024-11-02 23:58:08.071909,China,China,91464.37,CNY,SWIFT,33.93,Low,False,Yes
TX-104866,2024-06-17 14:27:09.071909,Brazil,Canada,41945.18,BRL,RTGS,51.56,Medium,False,Yes
TX-104867,2024-07-04 08:54:59.071909,Italy,Italy,65687.65,EUR,SWIFT,16.91,Low,False,Yes
TX-104868,2024-09-01 02:30:42.071909,Spain,Netherlands,16638.76,EUR,SWIFT,80.62,High,True,Yes
TX-104869,2024-10-20 16:06:28.071909,Italy,USA,43550.1,EUR,SWIFT,14.55,Low,False,Yes
TX-104870,2024-08-24 22:39:56.071909,Spain,Netherlands,63186.76,EUR,Wire,48.1,Medium,False,Yes
TX-104871,2024-05-13 07:33:56.071909,South Africa,Canada,38601.77,ZAR,RTGS,74.6,High,True,Yes
TX-104872,2025-03-15 10:39:52.071909,UK,Italy,35824.19,GBP,RTGS,48.5,Medium,False,Yes
TX-104873,2025-02-06 16:32:24.071909,Germany,Netherlands,199.8,EUR,RTGS,36.1,Low,False,Yes
TX-104874,2024-06-15 13:49:34.071909,France,China,80448.92,EUR,Wire,47.49,Medium,False,Yes
TX-104875,2025-02-06 12:15:00.071909,India,UK,88944.83,INR,SWIFT,84.87,High,True,Yes
TX-104876,2025-03-11 11:38:37.071909,Canada,Germany,96949.41,CAD,RTGS,99.04,High,True,Yes
TX-104877,2024-12-30 07:08:44.071909,Germany,South Africa,71955.21,EUR,RTGS,63.11,Medium,False,Yes
TX-104878,2024-11-05 19:57:05.071909,Japan,Italy,54924.35,JPY,Wire,79.34,High,True,Yes
TX-104879,2025-01-23 15:51:47.071909,China,France,27001.52,CNY,ACH,1.45,Low,False,Yes
TX-104880,2024-12-07 13:53:09.071909,China,South Africa,99930.02,CNY,RTGS,88.04,High,True,Yes
TX-104881,2025-02-07 12:29:35.071909,Brazil,Netherlands,59016.31,BRL,RTGS,95.4,High,True,Yes
TX-104882,2024-12-10 23:11:37.071909,China,South Africa,68147.29,CNY,Wire,57.52,Medium,False,Yes
TX-104883,2025-01-01 22:34:47.071909,France,Brazil,68272.38,EUR,ACH,75.38,High,True,Yes
TX-104884,2024-12-19 09:20:38.071909,South Africa,Spain,84540.65,ZAR,ACH,51.27,Medium,False,Yes
TX-104885,2025-03-03 10:00:58.071909,Brazil,Japan,1066.29,BRL,ACH,28.62,Low,False,Yes
TX-104886,2025-01-01 14:50:49.071909,USA,Brazil,22102.67,USD,RTGS,85.22,High,True,Yes
TX-104887,2024-12-12 20:31:40.071909,Russia,Australia,66586.85,RUB,SWIFT,59.68,Medium,False,Yes
TX-104888,2025-03-17 10:03:51.071909,Russia,India,89525.06,RUB,SWIFT,57.94,Medium,False,Yes
TX-104889,2024-12-30 09:48:10.071909,India,Brazil,68565.34,INR,Wire,65.91,Medium,False,Yes
TX-104890,2024-06-08 11:27:03.071909,Netherlands,Spain,41407.78,EUR,SEPA,85.6,High,True,Yes
TX-104891,2024-10-26 03:58:51.071909,France,Brazil,36219.39,EUR,SEPA,73.19,High,True,Yes
TX-104892,2024-07-12 20:26:48.071909,Germany,USA,73821.01,EUR,SWIFT,21.11,Low,False,Yes
TX-104893,2024-09-24 23:19:16.071909,Japan,India,74149.65,JPY,SWIFT,46.68,Medium,False,Yes
TX-104894,2024-08-11 07:43:13.071909,China,Italy,60745.09,CNY,SWIFT,98.03,High,True,Yes
TX-104895,2024-12-12 17:34:36.071909,Japan,Netherlands,29217.56,JPY,Wire,55.46,Medium,False,Yes
TX-104896,2024-11-15 22:15:39.071909,Germany,Italy,92522.97,EUR,RTGS,93.82,High,True,Yes
TX-104897,2025-03-05 18:51:56.071909,Brazil,Brazil,55232.81,BRL,SWIFT,81.34,High,True,Yes
TX-104898,2024-04-12 02:20:40.071909,Italy,Germany,79070.19,EUR,RTGS,66.6,Medium,False,Yes
TX-104899,2024-06-16 18:53:17.071909,France,Germany,21509.4,EUR,SEPA,34.94,Low,False,Yes
TX-104900,2024-05-28 16:19:18.071909,India,Australia,34469.67,INR,Wire,30.43,Low,False,Yes
TX-104901,2024-07-18 10:54:19.071909,USA,USA,87470.49,USD,SEPA,64.34,Medium,False,Yes
TX-104902,2024-09-17 11:00:49.071909,South Africa,Netherlands,5105.69,ZAR,RTGS,43.26,Medium,False,Yes
TX-104903,2024-10-01 01:18:44.071909,Netherlands,Russia,51280.3,EUR,Wire,79.88,High,True,Yes
TX-104904,2025-02-28 14:17:04.071909,South Africa,Spain,48222.38,ZAR,ACH,76.05,High,True,Yes
TX-104905,2025-02-24 06:33:23.071909,Germany,India,75147.9,EUR,SEPA,31.21,Low,False,Yes
TX-104906,2025-01-10 07:59:21.071909,Australia,Brazil,28261.19,AUD,SWIFT,70.27,High,True,Yes
TX-104907,2024-12-16 15:48:11.071909,Italy,India,21984.78,EUR,ACH,49.46,Medium,False,Yes
TX-104908,2024-10-21 23:11:28.071909,Canada,USA,92620.67,CAD,ACH,32.33,Low,False,Yes
TX-104909,2024-10-14 07:16:16.071909,Germany,Brazil,57213.79,EUR,Wire,41.3,Medium,False,Yes
TX-104910,2024-09-06 12:34:10.072910,Australia,India,10558.49,AUD,Wire,89.54,High,True,Yes
TX-104911,2024-11-10 08:51:04.072910,India,India,19384.31,INR,Wire,35.95,Low,False,Yes
TX-104912,2025-03-08 00:17:20.072910,China,UK,99882.72,CNY,Wire,28.74,Low,False,Yes
TX-104913,2024-12-14 18:28:58.072910,Canada,France,19641.34,CAD,Wire,35.18,Low,False,Yes
TX-104914,2024-04-30 06:15:47.072910,Japan,China,61086.5,JPY,Wire,21.46,Low,False,Yes
TX-104915,2024-05-17 11:08:17.072910,Netherlands,Australia,42070.8,EUR,Wire,54.46,Medium,False,Yes
TX-104916,2025-03-01 06:04:32.072910,USA,India,88571.35,USD,ACH,14.74,Low,False,Yes
TX-104917,2025-02-03 01:44:53.072910,Spain,UK,75541.34,EUR,SWIFT,81.74,High,True,Yes
TX-104918,2024-11-30 04:50:39.072910,Netherlands,France,59735.44,EUR,RTGS,22.56,Low,False,Yes
TX-104919,2024-06-14 07:14:31.072910,Spain,Germany,1172.82,EUR,Wire,59.81,Medium,False,Yes
TX-104920,2024-09-30 22:47:10.072910,UK,China,87991.54,GBP,Wire,12.5,Low,False,Yes
TX-104921,2024-06-24 10:41:05.072910,Italy,China,44522.28,EUR,SWIFT,97.85,High,True,Yes
TX-104922,2024-06-14 02:53:44.072910,Russia,India,93164.61,RUB,SEPA,45.46,Medium,False,Yes
TX-104923,2024-09-15 04:20:55.072910,Russia,Russia,49604.35,RUB,Wire,82.22,High,True,Yes
TX-104924,2024-09-22 12:01:26.072910,China,UK,69453.03,CNY,SEPA,76.86,High,True,Yes
TX-104925,2025-03-11 14:11:53.072910,Italy,USA,7022.34,EUR,RTGS,71.37,High,True,Yes
TX-104926,2024-09-28 23:57:03.072910,Spain,Canada,74540.65,EUR,ACH,82.74,High,True,Yes
TX-104927,2024-08-29 07:38:01.072910,Japan,South Africa,33865.8,JPY,Wire,10.05,Low,False,Yes
TX-104928,2024-12-13 03:34:06.072910,India,Canada,35200.77,INR,RTGS,67.85,Medium,False,Yes
TX-104929,2024-04-24 04:35:36.072910,UK,India,11953.72,GBP,Wire,26.58,Low,False,Yes
TX-104930,2025-02-19 08:48:21.072910,South Africa,Brazil,14771.03,ZAR,SWIFT,78.59,High,True,Yes
TX-104931,2025-03-10 21:54:20.072910,Australia,Netherlands,18657.33,AUD,ACH,95.69,High,True,Yes
TX-104932,2025-02-14 08:09:59.072910,South Africa,Italy,32887.8,ZAR,ACH,90.15,High,True,Yes
TX-104933,2024-09-02 08:04:09.072910,Canada,Italy,89207.79,CAD,SEPA,11.5,Low,False,Yes
TX-104934,2024-12-27 18:23:39.072910,USA,Brazil,36889.2,USD,Wire,36.96,Low,False,Yes
TX-104935,2024-10-26 11:11:01.072910,China,China,72463.83,CNY,RTGS,36.43,Low,False,Yes
TX-104936,2024-09-13 10:27:44.072910,Canada,Netherlands,8366.48,CAD,ACH,12.23,Low,False,Yes
TX-104937,2024-11-03 13:13:34.072910,USA,Canada,59150.77,USD,ACH,9.81,Low,False,Yes
TX-104938,2024-04-09 14:35:58.072910,France,Japan,48240.93,EUR,ACH,38.49,Low,False,Yes
TX-104939,2024-03-23 14:42:23.072910,Germany,Netherlands,97798.0,EUR,SWIFT,99.21,High,True,Yes
TX-104940,2025-03-08 06:36:33.072910,USA,Germany,84636.16,USD,Wire,56.89,Medium,False,Yes
TX-104941,2025-02-05 05:04:31.072910,Netherlands,Netherlands,45537.49,EUR,RTGS,62.18,Medium,False,Yes
TX-104942,2024-12-15 04:22:05.072910,USA,Italy,77536.76,USD,SWIFT,47.1,Medium,False,Yes
TX-104943,2024-05-02 15:58:23.072910,South Africa,UK,19384.57,ZAR,RTGS,66.23,Medium,False,Yes
TX-104944,2024-06-03 20:33:53.072910,Italy,Russia,56277.4,EUR,RTGS,95.67,High,True,Yes
TX-104945,2025-03-17 07:34:24.072910,Japan,Italy,7554.44,JPY,RTGS,58.87,Medium,False,Yes
TX-104946,2025-02-22 00:47:58.072910,France,France,34874.09,EUR,SEPA,6.5,Low,False,Yes
TX-104947,2024-10-24 04:51:59.072910,India,Brazil,22663.63,INR,ACH,49.29,Medium,False,Yes
TX-104948,2024-11-05 17:58:02.072910,Brazil,France,71919.09,BRL,SEPA,99.28,High,True,Yes
TX-104949,2024-07-08 03:26:12.072910,Japan,Japan,49060.06,JPY,RTGS,38.74,Low,False,Yes
TX-104950,2024-12-15 18:39:50.072910,South Africa,Japan,75131.94,ZAR,Wire,59.39,Medium,False,Yes
TX-104951,2025-03-01 13:24:50.072910,Italy,India,51578.01,EUR,SWIFT,10.66,Low,False,Yes
TX-104952,2024-03-26 21:13:05.072910,Italy,Netherlands,8739.8,EUR,SWIFT,14.12,Low,False,Yes
TX-104953,2024-04-17 10:33:06.072910,Brazil,Italy,73563.23,BRL,ACH,87.47,High,True,Yes
TX-104954,2024-11-21 05:05:45.072910,Italy,China,83339.6,EUR,RTGS,30.03,Low,False,Yes
TX-104955,2024-12-11 22:42:40.072910,Canada,France,90362.77,CAD,RTGS,30.55,Low,False,Yes
TX-104956,2024-10-19 19:27:36.072910,India,Brazil,57242.0,INR,Wire,38.72,Low,False,Yes
TX-104957,2024-04-10 05:53:56.072910,Japan,Italy,75383.18,JPY,ACH,96.65,High,True,Yes
TX-104958,2025-01-31 14:13:42.072910,Japan,South Africa,75229.23,JPY,SEPA,8.44,Low,False,Yes
TX-104959,2024-10-01 17:51:06.072910,China,Netherlands,15659.4,CNY,SEPA,81.88,High,True,Yes
TX-104960,2024-07-08 23:39:42.072910,UK,Netherlands,16505.65,GBP,Wire,34.16,Low,False,Yes
TX-104961,2024-08-19 14:16:43.072910,France,Brazil,7181.46,EUR,RTGS,84.95,High,True,Yes
TX-104962,2024-10-24 22:03:57.072910,Canada,Russia,32059.37,CAD,SEPA,99.18,High,True,Yes
TX-104963,2024-10-09 21:58:54.072910,France,Canada,47403.51,EUR,SEPA,34.87,Low,False,Yes
TX-104964,2024-03-20 18:21:55.072910,Canada,Canada,99790.0,CAD,Wire,12.94,Low,False,Yes
TX-104965,2024-11-20 19:40:23.072910,Japan,India,43156.23,JPY,Wire,14.44,Low,False,Yes
TX-104966,2024-11-06 21:33:37.072910,Netherlands,China,72651.63,EUR,RTGS,75.87,High,True,Yes
TX-104967,2024-05-30 12:17:37.072910,Germany,South Africa,69370.36,EUR,Wire,14.49,Low,False,Yes
TX-104968,2024-05-17 18:59:03.072910,South Africa,South Africa,20527.75,ZAR,Wire,26.04,Low,False,Yes
TX-104969,2024-08-28 13:49:18.072910,UK,Spain,5944.86,GBP,ACH,20.44,Low,False,Yes
TX-104970,2024-07-06 13:34:56.072910,Japan,Russia,54646.07,JPY,SWIFT,35.57,Low,False,Yes
TX-104971,2024-11-12 15:14:03.072910,Spain,UK,70060.53,EUR,SEPA,7.44,Low,False,Yes
TX-104972,2024-08-04 22:37:37.072910,Italy,France,99825.35,EUR,ACH,85.67,High,True,Yes
TX-104973,2024-05-26 08:56:07.072910,China,Brazil,35925.24,CNY,ACH,86.01,High,True,Yes
TX-104974,2024-07-13 03:45:48.072910,India,Germany,89646.82,INR,Wire,41.29,Medium,False,Yes
TX-104975,2024-10-08 07:50:54.072910,South Africa,Netherlands,38255.05,ZAR,ACH,61.21,Medium,False,Yes
TX-104976,2024-12-28 19:23:55.072910,Russia,Brazil,68972.23,RUB,RTGS,64.2,Medium,False,Yes
TX-104977,2024-09-08 02:48:33.072910,India,Italy,59865.47,INR,ACH,74.93,High,True,Yes
TX-104978,2024-07-23 09:13:57.072910,India,Brazil,5392.58,INR,RTGS,52.07,Medium,False,Yes
TX-104979,2025-02-05 13:36:10.072910,India,France,7931.0,INR,SWIFT,51.03,Medium,False,Yes
TX-104980,2024-12-30 02:03:52.072910,Canada,USA,2174.33,CAD,SEPA,63.13,Medium,False,Yes
TX-104981,2024-05-20 06:14:40.072910,France,UK,37146.33,EUR,SEPA,70.3,High,True,Yes
TX-104982,2024-05-04 10:09:52.072910,Brazil,Russia,74605.52,BRL,RTGS,34.67,Low,False,Yes
TX-104983,2025-02-16 20:00:04.072910,Italy,Australia,17358.26,EUR,Wire,33.04,Low,False,Yes
TX-104984,2024-05-16 07:51:03.072910,Brazil,USA,60624.71,BRL,SWIFT,26.97,Low,False,Yes
TX-104985,2024-11-11 00:48:07.072910,Russia,Canada,28953.9,RUB,SEPA,54.88,Medium,False,Yes
TX-104986,2024-04-24 03:42:55.072910,Germany,Canada,79719.56,EUR,SWIFT,36.02,Low,False,Yes
TX-104987,2024-05-15 01:22:23.072910,USA,South Africa,79859.78,USD,ACH,54.03,Medium,False,Yes
TX-104988,2024-08-22 08:59:11.072910,Germany,Brazil,77563.91,EUR,RTGS,40.6,Medium,False,Yes
TX-104989,2024-05-03 15:52:55.072910,Canada,Italy,52530.87,CAD,SWIFT,83.67,High,True,Yes
TX-104990,2024-05-12 11:44:50.072910,Netherlands,Japan,28528.21,EUR,ACH,7.31,Low,False,Yes
TX-104991,2024-05-25 05:54:06.072910,Italy,Italy,80963.46,EUR,ACH,57.22,Medium,False,Yes
TX-104992,2024-06-14 07:31:51.072910,Canada,India,18691.45,CAD,Wire,57.56,Medium,False,Yes
TX-104993,2024-12-23 10:02:15.072910,Australia,France,29046.98,AUD,ACH,38.37,Low,False,Yes
TX-104994,2024-08-24 01:00:00.072910,China,Brazil,18476.38,CNY,ACH,42.1,Medium,False,Yes
TX-104995,2024-11-06 04:10:17.072910,China,Italy,67453.6,CNY,SWIFT,80.01,High,True,Yes
TX-104996,2024-05-05 14:59:05.072910,USA,UK,68654.98,USD,RTGS,28.07,Low,False,Yes
TX-104997,2025-01-27 10:38:59.072910,France,UK,65285.75,EUR,SEPA,87.14,High,True,Yes
TX-104998,2024-03-19 08:46:39.073908,India,Spain,41618.59,INR,Wire,89.63,High,True,Yes
TX-104999,2024-08-09 13:55:46.073908,Brazil,UK,10107.08,BRL,RTGS,65.06,Medium,False,Yes
TX-105000,2024-05-17 12:40:55.073908,India,Brazil,91125.84,INR,Wire,77.29,High,True,Yes
TX-105001,2025-02-11 16:35:06.073908,Brazil,UK,50822.32,BRL,SEPA,61.29,Medium,False,Yes
TX-105002,2024-07-25 19:36:49.073908,UK,Germany,40756.52,GBP,Wire,52.53,Medium,False,Yes
TX-105003,2024-05-13 00:44:08.073908,Canada,Australia,58923.61,CAD,SEPA,96.67,High,True,Yes
TX-105004,2024-09-11 00:52:36.073908,USA,UK,19359.76,USD,SWIFT,28.27,Low,False,Yes
TX-105005,2024-09-03 08:37:09.073908,Brazil,Japan,13341.62,BRL,SWIFT,15.42,Low,False,Yes
TX-105006,2025-02-15 22:03:29.073908,UK,Canada,40611.97,GBP,SEPA,28.75,Low,False,Yes
TX-105007,2024-11-19 12:27:42.073908,Brazil,Australia,22799.35,BRL,RTGS,61.46,Medium,False,Yes
TX-105008,2024-07-19 16:48:38.073908,USA,China,24504.6,USD,RTGS,18.52,Low,False,Yes
TX-105009,2024-06-05 13:35:04.073908,UK,Russia,89261.9,GBP,RTGS,90.88,High,True,Yes
TX-105010,2024-05-20 18:54:54.073908,Australia,Germany,53122.84,AUD,SEPA,41.1,Medium,False,Yes
TX-105011,2024-10-04 07:05:27.073908,Spain,UK,48398.56,EUR,RTGS,85.0,High,True,Yes
TX-105012,2024-06-14 10:58:43.073908,Japan,Germany,68979.01,JPY,ACH,24.92,Low,False,Yes
TX-105013,2024-12-13 12:07:32.073908,Japan,USA,95159.66,JPY,Wire,31.32,Low,False,Yes
TX-105014,2025-01-17 18:45:21.073908,South Africa,Brazil,11308.64,ZAR,RTGS,5.92,Low,False,Yes
TX-105015,2024-10-16 16:20:51.073908,Russia,UK,83370.1,RUB,RTGS,25.78,Low,False,Yes
TX-105016,2024-09-19 01:52:05.073908,Brazil,South Africa,58443.52,BRL,SWIFT,49.03,Medium,False,Yes
TX-105017,2024-10-22 12:48:50.073908,France,South Africa,14701.92,EUR,SWIFT,94.61,High,True,Yes
TX-105018,2025-01-13 13:12:37.073908,UK,Germany,29785.22,GBP,Wire,38.89,Low,False,Yes
TX-105019,2024-04-18 11:10:11.073908,Spain,France,48287.91,EUR,Wire,63.97,Medium,False,Yes
TX-105020,2024-10-30 15:36:03.073908,UK,Netherlands,69148.6,GBP,ACH,42.77,Medium,False,Yes
TX-105021,2024-05-01 20:07:23.073908,Brazil,Russia,24336.44,BRL,Wire,4.68,Low,False,Yes
TX-105022,2024-06-04 23:54:21.073908,South Africa,Italy,53534.39,ZAR,Wire,50.35,Medium,False,Yes
TX-105023,2024-12-01 23:25:53.073908,Russia,Australia,68498.7,RUB,SEPA,6.59,Low,False,Yes
TX-105024,2025-01-19 12:08:37.073908,France,India,44929.2,EUR,ACH,88.37,High,True,Yes
TX-105025,2024-10-06 04:18:30.073908,Brazil,Netherlands,86316.29,BRL,RTGS,75.3,High,True,Yes
TX-105026,2025-01-03 08:48:28.073908,Netherlands,China,86958.96,EUR,Wire,37.87,Low,False,Yes
TX-105027,2025-01-21 04:44:13.073908,Canada,Canada,47122.05,CAD,RTGS,64.02,Medium,False,Yes
TX-105028,2024-04-02 19:18:43.073908,South Africa,Russia,97295.28,ZAR,RTGS,11.2,Low,False,Yes
TX-105029,2025-02-11 07:22:44.073908,Netherlands,India,7650.95,EUR,Wire,70.26,High,True,Yes
TX-105030,2024-10-29 16:10:52.073908,USA,UK,435.9,USD,ACH,82.27,High,True,Yes
TX-105031,2024-07-12 01:18:09.073908,Spain,Canada,38128.76,EUR,ACH,82.17,High,True,Yes
TX-105032,2024-07-10 04:46:57.073908,South Africa,France,60149.6,ZAR,SWIFT,28.43,Low,False,Yes
TX-105033,2024-04-23 00:31:16.073908,Italy,Canada,62957.1,EUR,RTGS,26.37,Low,False,Yes
TX-105034,2024-07-08 13:33:30.073908,France,Italy,47696.93,EUR,SEPA,52.14,Medium,False,Yes
TX-105035,2025-02-16 08:30:56.073908,Japan,Canada,12575.84,JPY,SEPA,96.78,High,True,Yes
TX-105036,2024-10-31 11:08:41.073908,Canada,France,17132.7,CAD,SWIFT,92.05,High,True,Yes
TX-105037,2024-07-16 21:04:19.073908,France,Canada,85229.58,EUR,RTGS,35.96,Low,False,Yes
TX-105038,2024-08-18 00:18:45.073908,Brazil,Spain,86804.32,BRL,SWIFT,77.98,High,True,Yes
TX-105039,2024-08-20 15:12:39.073908,China,USA,67422.46,CNY,SEPA,92.13,High,True,Yes
TX-105040,2025-03-08 04:06:41.073908,India,China,66455.38,INR,SWIFT,26.09,Low,False,Yes
TX-105041,2025-02-01 18:00:23.073908,Canada,Germany,59808.44,CAD,RTGS,83.03,High,True,Yes
TX-105042,2024-09-01 01:11:40.073908,Australia,Australia,20372.3,AUD,Wire,26.79,Low,False,Yes
TX-105043,2024-06-10 13:30:30.073908,Australia,Australia,42882.24,AUD,SEPA,34.33,Low,False,Yes
TX-105044,2024-03-19 02:24:17.073908,Japan,India,69619.88,JPY,ACH,19.88,Low,False,Yes
TX-105045,2024-07-21 12:34:24.073908,Spain,South Africa,53771.5,EUR,SWIFT,50.71,Medium,False,Yes
TX-105046,2024-10-08 15:01:51.073908,USA,Canada,1956.18,USD,SWIFT,84.33,High,True,Yes
TX-105047,2025-02-16 20:09:34.073908,Australia,USA,95360.32,AUD,Wire,52.81,Medium,False,Yes
TX-105048,2024-09-27 21:21:08.073908,Russia,USA,84497.12,RUB,SWIFT,12.34,Low,False,Yes
TX-105049,2024-08-04 20:40:25.073908,China,France,26128.45,CNY,SEPA,25.18,Low,False,Yes
TX-105050,2024-03-24 14:46:07.073908,UK,South Africa,61684.25,GBP,RTGS,56.29,Medium,False,Yes
TX-105051,2024-05-10 06:43:26.073908,Spain,USA,92331.61,EUR,ACH,58.32,Medium,False,Yes
TX-105052,2025-02-22 02:31:20.073908,UK,India,9691.5,GBP,SWIFT,57.69,Medium,False,Yes
TX-105053,2024-05-17 01:30:00.073908,France,China,50352.65,EUR,RTGS,7.7,Low,False,Yes
TX-105054,2024-10-06 13:48:53.073908,South Africa,South Africa,45678.68,ZAR,RTGS,75.37,High,True,Yes
TX-105055,2024-12-30 18:27:00.073908,Canada,USA,41079.48,CAD,ACH,90.94,High,True,Yes
TX-105056,2024-06-04 22:26:57.073908,Netherlands,Canada,83575.3,EUR,SEPA,51.05,Medium,False,Yes
TX-105057,2024-11-26 04:23:02.074907,China,Germany,38126.55,CNY,ACH,71.88,High,True,Yes
TX-105058,2024-12-29 02:00:03.074907,India,Japan,6459.97,INR,SWIFT,91.4,High,True,Yes
TX-105059,2024-09-09 12:33:40.074907,Brazil,South Africa,6677.19,BRL,Wire,64.26,Medium,False,Yes
TX-105060,2024-05-03 14:21:54.074907,Canada,USA,4370.19,CAD,SWIFT,67.43,Medium,False,Yes
TX-105061,2024-07-02 02:31:19.074907,Germany,Italy,40973.63,EUR,SEPA,72.14,High,True,Yes
TX-105062,2024-07-18 02:59:12.074907,Brazil,China,71868.79,BRL,SWIFT,26.05,Low,False,Yes
TX-105063,2024-07-28 18:29:37.074907,Japan,Japan,20451.87,JPY,ACH,58.27,Medium,False,Yes
TX-105064,2025-01-15 15:59:43.074907,USA,South Africa,64682.21,USD,RTGS,84.22,High,True,Yes
TX-105065,2024-05-06 00:31:51.074907,USA,France,68740.14,USD,SEPA,29.62,Low,False,Yes
TX-105066,2024-06-19 17:24:02.074907,Russia,Netherlands,25594.69,RUB,SWIFT,89.72,High,True,Yes
TX-105067,2024-04-09 10:07:24.074907,Russia,Australia,60095.71,RUB,Wire,62.04,Medium,False,Yes
TX-105068,2024-11-26 12:31:06.074907,USA,Australia,68518.35,USD,ACH,42.32,Medium,False,Yes
TX-105069,2024-05-14 16:57:34.074907,Germany,South Africa,46714.7,EUR,ACH,62.32,Medium,False,Yes
TX-105070,2024-09-16 07:33:51.074907,USA,Spain,33737.99,USD,Wire,40.19,Medium,False,Yes
TX-105071,2024-08-09 06:14:37.074907,Australia,China,61953.24,AUD,SEPA,83.8,High,True,Yes
TX-105072,2024-06-14 17:27:06.074907,Spain,Italy,97786.92,EUR,Wire,48.23,Medium,False,Yes
TX-105073,2025-01-22 14:40:19.074907,Italy,Spain,42741.46,EUR,SEPA,90.12,High,True,Yes
TX-105074,2024-11-28 16:28:43.074907,Netherlands,Spain,39234.34,EUR,ACH,50.98,Medium,False,Yes
TX-105075,2024-04-07 07:42:18.074907,UK,India,46480.26,GBP,SEPA,66.04,Medium,False,Yes
TX-105076,2025-02-17 18:22:09.074907,UK,Netherlands,7714.22,GBP,SWIFT,99.77,High,True,Yes
TX-105077,2024-05-23 09:57:55.074907,Netherlands,Spain,55361.01,EUR,ACH,14.7,Low,False,Yes
TX-105078,2024-07-07 19:49:38.074907,Russia,Spain,32936.87,RUB,ACH,73.67,High,True,Yes
TX-105079,2024-08-24 01:04:48.074907,USA,Russia,12230.07,USD,ACH,13.89,Low,False,Yes
TX-105080,2025-01-30 23:13:18.074907,Japan,Germany,46679.05,JPY,Wire,83.89,High,True,Yes
TX-105081,2025-02-04 19:43:23.074907,South Africa,Spain,438.06,ZAR,SWIFT,59.65,Medium,False,Yes
TX-105082,2024-07-10 16:03:37.074907,Netherlands,India,40238.35,EUR,SEPA,93.82,High,True,Yes
TX-105083,2024-09-13 18:23:38.074907,Brazil,Italy,10662.95,BRL,SWIFT,86.6,High,True,Yes
TX-105084,2024-06-03 19:57:43.074907,Brazil,Italy,2526.84,BRL,ACH,7.49,Low,False,Yes
TX-105085,2024-07-02 16:18:49.074907,India,China,82465.06,INR,ACH,13.73,Low,False,Yes
TX-105086,2024-05-30 00:46:13.074907,Italy,USA,91633.26,EUR,RTGS,60.12,Medium,False,Yes
TX-105087,2024-09-17 14:48:29.074907,Germany,Spain,20846.7,EUR,SWIFT,51.83,Medium,False,Yes
TX-105088,2024-12-15 16:21:59.074907,Spain,Russia,53975.9,EUR,ACH,16.86,Low,False,Yes
TX-105089,2025-01-02 15:08:16.074907,Germany,Spain,27868.02,EUR,SWIFT,12.94,Low,False,Yes
TX-105090,2024-05-14 23:17:38.074907,Italy,South Africa,49408.39,EUR,Wire,56.4,Medium,False,Yes
TX-105091,2024-03-18 13:16:25.074907,Netherlands,Canada,43719.47,EUR,Wire,4.89,Low,False,Yes
TX-105092,2024-05-23 07:37:47.074907,Brazil,USA,26978.2,BRL,SEPA,87.37,High,True,Yes
TX-105093,2024-12-27 05:34:55.074907,Spain,Australia,70069.32,EUR,SEPA,80.71,High,True,Yes
TX-105094,2024-06-25 12:30:59.074907,France,Russia,12736.45,EUR,ACH,78.54,High,True,Yes
TX-105095,2025-02-26 02:06:34.074907,Russia,Brazil,5401.97,RUB,SEPA,1.6,Low,False,Yes
TX-105096,2024-11-13 11:36:20.074907,Canada,Italy,76790.78,CAD,ACH,4.76,Low,False,Yes
TX-105097,2024-10-22 06:05:59.074907,China,Brazil,66626.41,CNY,ACH,54.98,Medium,False,Yes
TX-105098,2024-09-08 17:00:25.074907,Spain,Russia,49902.76,EUR,RTGS,99.44,High,True,Yes
TX-105099,2025-02-21 12:01:19.074907,Canada,Netherlands,46832.2,CAD,RTGS,34.23,Low,False,Yes
TX-105100,2024-08-15 03:47:07.074907,Japan,Netherlands,49791.4,JPY,RTGS,34.44,Low,False,Yes
TX-105101,2024-10-31 17:48:01.074907,India,UK,43758.71,INR,RTGS,13.43,Low,False,Yes
TX-105102,2024-10-25 19:14:03.074907,Netherlands,USA,39349.94,EUR,Wire,67.43,Medium,False,Yes
